film,rating,date,liked,log_date,country,studio,primary_language,genres,director,actors
Duel,6,1971,false,2024-07-17,USA,Universal Television,English,"['Thriller', 'Action', 'TV Movie']",Steven Spielberg,"['Dennis Weaver', 'Jacqueline Scott', 'Eddie Firestone', 'Lou Frizzell', 'Gene Dynarski', 'Lucille Benson', 'Tim Herbert', 'Charles Seel', ""Shirley O'Hara"", 'Alexander Lockwood', 'Amy Douglass', 'Dick Whittington', 'Carey Loftin', 'Dale Van Sickel', 'Shawn Steinman']"
Twisters,8,2024,false,2024-07-16,USA,Universal Pictures,English,"['Adventure', 'Drama', 'Action']",Lee Isaac Chung,"['Daisy Edgar-Jones', 'Glen Powell', 'Anthony Ramos', 'Brandon Perea', 'Maura Tierney', 'Harry Hadden-Paton', 'Sasha Lane', 'Daryl McCormack', 'Kiernan Shipka', 'Nik Dodani', 'David Corenswet', 'Tunde Adebimpe', ""Katy O'Brian"", 'David Born', 'Paul Scheer', 'Laura Poe', 'Austin Bullock', 'Stephen Oyoung', 'Alex Kingi', 'Chris Adrien', 'Samantha Ireland', 'Aila Grey', 'Jeff Swearingen', 'James Paxton', 'Lily Smith', 'Randy Ballard', 'Ashley Moss', 'Mike Morgan', 'Emily Sutton', 'Julie Oliver-Touchstone', 'Austin Brooks', 'Darryl Cox', 'Douglas Seok', 'Ben Snow', 'Ashley Jay Sandberg', 'Clay Edward Jones', 'Victoria Angelina Cruz', 'Ben Scott', 'Elizabeth Ann Townsend', ""Capri O'Neill"", 'Livia Chung', 'Chris Zurcher', 'Maxim Helmerich', 'Ken Pomeroy', 'James McAlister', 'Damien Lodes', 'Jennifer Rader', 'Shaun Maher', 'Tyler Kijac', 'Daniel Fortman']"
Pearl,7,2022,false,2024-07-16,USA,A24,English,"['Horror', 'Drama']",Ti West,"['Mia Goth', 'David Corenswet', 'Tandi Wright', 'Matthew Sunderland', 'Emma Jenkins-Purro', 'Alistair Sewell', 'Amelia Reid', 'Gabe McDonnell', 'Lauren Stewart', 'Todd Rippon', 'Grace Acheson', 'Shaman Theron']"
Lost in Translation,8,2003,false,2024-07-14,UK,American Zoetrope,English,"['Drama', 'Romance']",Sofia Coppola,"['Bill Murray', 'Scarlett Johansson', 'Akiko Takeshita', 'Kazuyoshi Minamimagoe', 'Kazuko Shibata', 'Take', 'Ryuichiro Baba', 'Akira Yamaguchi', 'Catherine Lambert', 'François du Bois', 'Tim Leffman', 'Gregory Pekar', 'Richard Allen', 'Giovanni Ribisi', 'Diamond Yukai', 'Jun Maki', 'Nao Asuka', 'Tetsuro Nakagawa', 'Kanako Nakazato', 'Fumihiro Hayashi', 'Hiroko Kawasaki', 'Daikon', 'Anna Faris', 'Asuka Shimuzu', 'Ikuko Takahashi', 'Koichi Tanaka', 'Hugo Codaro', 'Akiko Monou', 'Akimitsu Naruyama', 'Hiroshi Kawashima', 'Hiromix', 'Nobuhiko Kitamura', 'Nao Kitman', 'Akira', 'Kunichi Nomura', 'Yasuhiko Hattori', 'Shigekazu Aida', 'Kazuo Yamada', 'Akira Motomura', 'Osamu Shigematu', 'Takashi Fujii', 'Kei Takyo', 'Ryo Kondo', 'Yumi Ikeda', 'Yumika Saki', 'Yuji Okabe', 'Dietrich Bollmann', 'Georg O.P. Eschert', 'Mark Willms', 'Lisle Wilkerson', 'Blake Crawford', 'Angela Panetta', 'Nancy Steiner', 'Sam Arnold']"
The Wave,7,2008,true,2024-07-14,Germany,Rat Pack Filmproduktion,German,"['Thriller', 'Drama']",Dennis Gansel,"['Jürgen Vogel', 'Frederick Lau', 'Max Riemelt', 'Jennifer Ulrich', 'Christiane Paul', ""Elyas M'Barek"", 'Cristina do Rego', 'Jacob Matschenz', 'Maximilian Vollmar', 'Tim Oliver Schultz', 'Amelie Kiefer', 'Max Mauff', 'Fabian Preger', 'Ferdinand Schmidt-Modrow', 'Odine Johne', 'Tino Mewes', 'Karoline Teska', 'Marco Bretscher-Coschignano', 'Lennard Bertzbach', 'Tommy Schwimmer', ""Joseph M'Barek"", 'Jaime Krsto Ferkic', 'Lucas Hardt', 'Maren Kroymann', 'Teresa Harder', 'Thomas Sarbacher', 'Alexander Held', 'Johanna Gastdorf', 'Friederike Wagner', 'Hubert Mulzer', 'Dennis Gansel', 'Natascha Paulick']"
Normal People,8,2020,false,2024-07-12,Ireland,Element Pictures,English,['Drama'],Lenny Abrahamson,"['Daisy Edgar-Jones', 'Paul Mescal']"
Longlegs,7,2024,false,2024-07-11,Canada,C2 Motion Picture Group,English,"['Horror', 'Crime', 'Thriller']",Osgood Perkins,"['Maika Monroe', 'Nicolas Cage', 'Blair Underwood', 'Alicia Witt', 'Michelle Choi-Lee', 'Dakota Daulby', 'Lauren Acala', 'Kiernan Shipka', 'Maïla Hosie', 'Jason Day', 'Lisa Chandler', 'Ava Kelders', 'Rryla McIntosh', 'Carmel Amit', 'Shafin Karim', 'Trey Helten', 'Daniel Bacon', 'Vanessa Walsh', 'Beatrix Perkins', 'Scott Nicholson', 'Peter Bryant', 'Charles Jarman', 'Hazel Bartlett-Sias', 'Marlea Cleveland', 'Melissa Shim', 'Malcolm Masters', 'Erin Boyes', 'Lumen Beltran', 'Anita Wittenberg', 'Michelle Cyr']"
The Count of Monte-Cristo,6,2024,false,2024-07-09,France,Chapter 2,French,"['Drama', 'Action', 'Thriller', 'Romance', 'Adventure', 'History']",Alexandre de La Patellière,"['Pierre Niney', 'Bastien Bouillon', 'Anaïs Demoustier', 'Anamaria Vartolomei', 'Laurent Lafitte', 'Pierfrancesco Favino', 'Patrick Mille', 'Vassili Schneider', 'Julien de Saint Jean', 'Julie de Bona', 'Adèle Simphal', 'Stéphane Varupenne', 'Marie Narbonne', 'Bruno Raffaelli', 'Abde Maziane', 'Amaya Ducellier', 'Oscar Lesage', 'Joachim Simon', 'Françoise Gazio', 'Axel Baille', 'Lily Dupont', 'Olivier Le Montagner', 'Jérémie Covillault', 'Bernard Blancan', 'Graziella Delerm', 'Xavier de Guillebon', 'Clémentine Baert', 'Florence Muller', 'Serge Bagdassarian', 'Jean-Louis Tribes', 'Laurent Dassault']"
X,6,2022,false,2024-06-27,USA,A24,English,"['Thriller', 'Horror']",Ti West,"['Mia Goth', 'Jenna Ortega', 'Brittany Snow', 'Kid Cudi', 'Martin Henderson', 'Owen Campbell', 'Stephen Ure', 'James Gaylyn', 'Simon Prast', 'Geoff Dolan', 'Matthew J. Saville', 'Bryony Skillington', 'Karen Gillan']"
Kinds of Kindness,8,2024,true,2024-06-26,Ireland,Searchlight Pictures,English,"['Comedy', 'Drama']",Yorgos Lanthimos,"['Emma Stone', 'Jesse Plemons', 'Willem Dafoe', 'Margaret Qualley', 'Hong Chau', 'Mamoudou Athie', 'Joe Alwyn', 'Hunter Schafer', 'Yorgos Stefanakos', 'Fadeke Adeola', 'Tessa Bourgeois', 'Kencil Mejia', 'Thaddeus Burbank', 'Suzanna Stone', 'Jerskin Fendrix', 'Nikki Chamberlin', 'Christian M. Letellier', 'Lawrence Johnson', 'Lindsey G. Smith', 'Kevin Guillot', ""Ja'Quan Monroe-Henderson"", 'Ivy Ray', 'Susan Elle', 'Nathan Mulligan', 'Dominique Shy', 'Harold Gervais', 'Buddy Jones', 'Merah Benoit', 'Kien Spiller', 'Krystal Alayne Chambers', 'Jeffrey Riseden', 'Julianne Binard', 'Lance Michael Weller', 'Emily Brady', 'Tremayne Cole']"
Army of Shadows,8,1969,false,2024-06-24,France,Fono Roma,French,"['Thriller', 'History', 'War']",Jean-Pierre Melville,"['Lino Ventura', 'Paul Meurisse', 'Jean-Pierre Cassel', 'Simone Signoret', 'Claude Mann', 'Paul Crauchet', 'Christian Barbier', 'Alain Dekok', 'Alain Libolt', 'Jean-Marie Robain', 'Albert Michel', 'Georges Sellier', 'Marco Perrin', 'Hubert de Lapparent', 'Jeanne Pérez', 'Alain Mottet', 'Denis Sadier', 'Serge Reggiani', 'Colin Mann', 'Anthony Stuart', 'Gérard-Antoine Huart', 'Percival Russel', 'Michel Dacquin', 'Jacques Marbeuf', 'Marcel Bernier', 'Gaston Meunier', 'Nathalie Delon', 'Jacques Léonard', 'Pierre Vaudier']"
9,6,2009,false,2024-06-23,Canada,Tim Burton Productions,English,"['Action', 'Adventure', 'Animation', 'Thriller', 'Science Fiction']",Shane Acker,"['Elijah Wood', 'Christopher Plummer', 'Martin Landau', 'John C. Reilly', 'Crispin Glover', 'Jennifer Connelly', 'Fred Tatasciore', 'Alan Oppenheimer', 'Tom Kane', 'Helen Wilson']"
Inside Out,7,2015,false,2024-06-21,USA,Pixar,English,"['Comedy', 'Family', 'Animation', 'Adventure', 'Drama']",Pete Docter,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone', 'Bobby Moynihan', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui', 'Peter Sagal', 'Rashida Jones', 'Lori Alan', 'Gregg Berger', 'Veronika Bonell', 'John Cygan', 'Andrea Datzman', 'Pete Docter', 'Tony Fucile', 'Randy Hahn', 'Jacob Hopkins', 'Evan Hudak', 'Molly Jackson', 'Sophia Lee Karadi', 'Erik Langley', 'Sherry Lynn', 'Mona Marshall', 'Bret Parker', 'Nick Pitera', 'Murray Pearl Schaeffer', 'Paris Van Dyke', 'Lennon Wynn', 'Aurora Blue', 'Lola Cooley', 'Dani Dare', 'Ronnie del Carmen', 'Keith Ferguson', 'Mary Gibbs', 'Carter Hastings', 'Emma Hudak', 'Dara Iruka', 'Daniella Jones', 'Elissa Knight', 'Dawnn Lewis', 'Tony Maki', 'Laraine Newman', 'Phil Proctor', 'Patrick Seitz', 'Jim Ward', 'Dashell Zamm']"
Twelve Monkeys,7,1995,false,2024-06-21,USA,Universal Pictures,English,"['Thriller', 'Mystery', 'Science Fiction']",Terry Gilliam,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer', 'David Morse', 'Jon Seda', 'Christopher Meloni', 'Joey Perillo', 'LisaGay Hamilton', 'Matt Ross', 'Annie Golden', 'Michael Chance', 'H. Michael Walls', 'Bob Adrian', 'Bill Raymond', 'Ernest Abuba', 'Nell Johnson', 'Rozwill Young', 'Joseph Melito', 'Frank Gorshin', 'Aaron Michael Lacey', 'Vernon Campbell', 'Simon Jones', 'Carol Florence', 'Irma St. Paule', 'Frederick Strother', 'Charles Techman', 'Rick Warner', ""Anthony 'Chip' Brienza"", 'Bruce Kirkpatrick', 'Wilfred Williams', 'Joilet Harris', 'Drucie McDaniel', 'John Blaisse', 'Louis Lippa', 'Stan Kang', 'Pat Dias', 'Felix Pire', 'Karl Warren', 'Joseph McKenna', 'Stephen Bridgewater', 'Ray Huffman', 'Charley Scalies', 'Paul Meshejian', 'Kevin Thigpen', 'Jann Ellis', 'Michael Ryan Segal', 'Korchenko', ""Robert O'Neill"", ""Harry O'Toole"", 'Chuck Jeffreys', 'Barry Price', 'John Panzarella', 'Janet Zappala', 'Lisa Talerico', 'Tiffany Baldwin', 'C.J. Byrnes', 'Tom Detrik', 'Joe Gerety', 'Bonnie Loev', 'Raymond Mamrak', 'Allelon Ruggiero', 'Thang', 'Sal Mazzotta', 'Bart the Bear', 'Donald Faison', 'Richard Stanley']"
The Bikeriders,6,2023,false,2024-06-19,USA,Tri-State Pictures,English,"['Crime', 'Drama']",Jeff Nichols,"['Jodie Comer', 'Austin Butler', 'Tom Hardy', 'Michael Shannon', 'Mike Faist', 'Boyd Holbrook', 'Norman Reedus', 'Damon Herriman', 'Beau Knapp', 'Emory Cohen', 'Karl Glusman', 'Toby Wallace', 'Happy Anderson', 'Paul Sparks', 'Will Oldham', 'Nathan Neorr', 'Mierka Girten', 'Paul Dillon', 'Valerie Jane Parker', 'Tony Donno', 'Mike Endoso', 'Rachel Lee Kolis', 'Phuong Kubacki', 'Erin Scerbak', 'Andrew Riley Stephens', 'Forba Shepherd', 'David Myers Gregory', 'Ryan Wesley Gilreath', 'Michael Abbott Jr.', 'Jim Freivogel', 'Maggie Cramer', 'Sara Mackie', 'Johanna McGinley', 'Steve Marvel', 'Nicholas Hargous', 'Radek Lord', 'Alex Haydon', 'Jordan Mullins', 'Becca Howell', 'Al Harland', 'Kagga Jayson', 'Jerry Mullins', 'Dakota Phillips', 'David Pittinger', 'Anna Sheridan']"
The Second Act,6,2024,false,2024-06-18,France,Chi-Fou-Mi Productions,French,['Comedy'],Quentin Dupieux,"['Léa Seydoux', 'Louis Garrel', 'Vincent Lindon', 'Raphaël Quenard', 'Manuel Guillot', 'Françoise Gazio', 'Isabelle Huppert']"
Alien: Covenant,7,2017,false,2024-06-18,UK,Scott Free Productions,English,"['Science Fiction', 'Thriller', 'Horror']",Ridley Scott,"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir', 'Carmen Ejogo', 'Jussie Smollett', 'Callie Hernandez', 'Amy Seimetz', 'Nathaniel Dean', 'Alexander England', 'Benjamin Rigby', 'Uli Latukefu', 'Tess Haubrich', 'Lorelei King', 'Goran D. Kleut', 'Andrew Crawford', ""Tom O'Sullivan"", 'James Franco', 'Guy Pearce']"
Prometheus,6,2012,false,2024-06-17,UK,Dune Entertainment,English,"['Science Fiction', 'Horror', 'Adventure', 'Mystery']",Ridley Scott,"['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce', 'Logan Marshall-Green', 'Sean Harris', 'Rafe Spall', 'Emun Elliott', 'Benedict Wong', 'Kate Dickie', 'Branwell Donaghey', 'Vladimir ""Furdo"" Furdik', 'C.C. Smiff', 'Shane Steyn', 'Ian Whyte', 'John Lebar', 'Daniel James', 'Patrick Wilson', 'Lucy Hutchinson', 'Giannina Facio', 'Anil Biltoo', 'Louisa Staples', 'James Embree', 'Florian Robin', 'Matthew Burgess', ""Eugene O'Hare"", 'Richard Thomson', 'Philip McGinley', 'Jenny Rainsford', 'Rhona Croker', 'Wambui Wa-Ngatho', 'Wannaporn Rienjang', 'Zed Sevcikova', 'Sonam Dugdak', 'Reynir Thor Eggertsson', 'Shin-Ichiro Okajima', 'Charalambos Dendrinos', 'Berhane Woldegabriel', 'Annie Penn', 'Robin Atkin Downes', 'James Currie', 'Dan Dewhirst', 'Phill Martin', 'Matt Rook']"
I Saw the TV Glow,6,2024,false,2024-06-16,USA,A24,English,"['Drama', 'Horror']",Jane Schoenbrun,"['Justice Smith', 'Brigette Lundy-Paine', 'Ian Foreman', 'Helena Howard', 'Lindsey Jordan', 'Danielle Deadwyler', 'Fred Durst', ""Conner O'Malley"", 'Emma Portner', 'Madaline Riley', 'Amber Benson', 'Albert Birney', 'Michael C. Maronna', 'Danny Tamberelli', 'Timothy Allan', 'Tyler Dean Flores', 'Elizabeth Scopel', 'Marlyn Bandiero', 'Haley Dahl', 'Raina Block', 'Bailey Wollowitz', 'Lily Rothman', 'Phoebe Bridgers', 'Kris Esfandiari', 'Wilson Flores', 'Thommy Northcut', 'Julie Lodhy', 'Michael Twaine', 'Evangeline Johns', 'Elaine Apruzzese', 'Cynthia Clancy', 'Will Fitz', 'Ben Heineman', 'Julissa Piatt', 'Michelle Santiago', 'Kenneth Kyle Martinez']"
Ratatouille,8,2007,true,2024-06-16,USA,Pixar,English,"['Animation', 'Family', 'Comedy', 'Fantasy']",Brad Bird,"['Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan', 'James Remar', 'John Ratzenberger', 'Teddy Newton', 'Tony Fucile', 'Jake Steinfeld', 'Brad Bird', 'Stéphane Roux', 'Jack Bird', 'Andrea Boerries', 'Marco Boerries', 'Lindsey Collins', 'Thomas Keller', 'Brad Lewis', 'Lori Richardson', 'Michael Giacchino', 'Bill Farmer']"
Hit Man,8,2023,true,2024-06-15,USA,Aggregate Films,English,"['Comedy', 'Crime', 'Romance']",Richard Linklater,"['Glen Powell', 'Adria Arjona', 'Austin Amelio', 'Retta', 'Sanjay Rao', 'Molly Bernard', 'Evan Holtzman', 'Gralen Bryant Banks', 'Mike Markoff', 'Bryant Carroll', 'Enrique Bush', 'Bri Myles', 'Kate Adair', 'Martin Bats Bradford', 'Morgana Shaw', 'Ritchie Montgomery', 'Richard Robichaux', 'Jo-Ann Robinson', 'Jonas Lerway', 'Kim Baptiste', 'Sara Osi Scott', 'Anthony Michael Frederick', 'Duffy Austin', 'Jordan Joseph', 'Garrison Allen', 'Beth Bartley', 'Jordan Salloum', 'John Raley', 'Tre Styles', 'Donna DuPlantier', 'Michele Jang', 'Stephanie Hong', 'Joel Griffin', 'KC Simms', 'Murphee Bloom', 'Roxy Rivera', 'Edwin P. Compass III', 'Carl Thibodeaux']"
Carrie,8,1976,false,2024-06-14,USA,United Artists,English,"['Horror', 'Thriller']",Brian De Palma,"['Sissy Spacek', 'Piper Laurie', 'Amy Irving', 'William Katt', 'Nancy Allen', 'Betty Buckley', 'John Travolta', 'P.J. Soles', 'Priscilla Pointer', 'Sydney Lassick', 'Stefan Gierasch', 'Michael Talbott', 'Doug Cox', 'Harry Gold', 'Noelle North', 'Cindy Daly', 'Deirdre Berthrong', 'Anson Downes', 'Rory Stevens', 'Edie McClurg', 'Cameron De Palma', 'Sharon Benson', 'Terry Bolo', 'Jean Glaudé', 'Katie Irving', 'Cynthia Schuler Larsen', 'Dan Protheroe', 'James Saad', 'Janie Squire', 'Mike Towers', 'Glen Vance']"
Se7en,10,1995,true,2024-06-13,USA,New Line Cinema,English,"['Crime', 'Mystery', 'Thriller']",David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'Kevin Spacey', 'John Cassini', 'R. Lee Ermey', 'John C. McGinley', 'Peter Crombie', 'Reg E. Cathey', 'Daniel Zacapa', 'Andrew Kevin Walker', 'George Christy', 'Endre Hules', 'Hawthorne James', 'Bob Mack', 'William Davidson', 'Bob Collins', 'Jimmy Dale Hartsell', 'Richard Roundtree', 'Charline Su', 'Dominique Jennings', 'Allan Kolman', 'Beverly Burke', 'Gene Borkan', 'Julie Araskog', 'Mario Di Donato', 'Alfonso Freeman', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Richard Portnow', 'Tudor Sherrard', 'Mark Boone Junior', 'Pamala Tyson', 'Lennie Loftin', 'Sarah Reinhardt', 'Emily Wagner', 'Martin Serene', 'Michael Massee', 'David Correia', 'Ron Blair', 'Jennifer Mueller', 'Leland Orser', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Harris Savides', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'Shannon Wilcox', 'Richard Schiff', 'James Deeth', 'John Santin', 'Charles A. Tamburro', 'Richmond Arquette', 'Duffy Gaver', 'Charles S. Dutton', 'Arthur Max']"
Alien Resurrection,7,1997,false,2024-06-12,USA,20th Century Fox,English,"['Science Fiction', 'Action', 'Horror']",Jean-Pierre Jeunet,"['Sigourney Weaver', 'Winona Ryder', 'Dominique Pinon', 'Ron Perlman', 'Gary Dourdan', 'Michael Wincott', 'Kim Flowers', 'Dan Hedaya', 'J.E. Freeman', 'Brad Dourif', 'Raymond Cruz', 'Leland Orser', 'Carolyn Campbell', 'Marlene Bush', 'David St. James', 'Rodney Mitchell', 'Robert Faltisco', 'David Rowe', 'Garrett House', 'Rod Damer', 'Mark Mansfield', 'Daniel Raymont', ""Cris D'Annunzio"", 'Steven Gilborn', 'Robert Bastens', 'Rico Bueno', 'Alex Lorre', 'Ronald Ramessar', 'Nicole Fellows', 'Tom Woodruff Jr.', 'Joan La Barbara', 'Archie Hahn', 'Eddie Yansick', 'Nito Larioza', 'David Prior', 'Nicholas Talone', 'Brad Martin', 'Wanda De Jesus', 'Alec Gillis']"
Alien³,6,1992,false,2024-06-12,USA,20th Century Fox,English,"['Horror', 'Science Fiction', 'Action']",David Fincher,"['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Paul McGann', 'Brian Glover', 'Ralph Brown', 'Danny Webb', 'Christopher John Fields', 'Holt McCallany', 'Lance Henriksen', 'Christopher Fairbank', 'Carl Chase', 'Leon Herbert', 'Vincenzo Nicoli', 'Pete Postlethwaite', 'Paul Brennen', 'Clive Mantle', 'Peter Guinness', 'Deobia Oparei', 'Phil Davis', 'Niall Buggy', 'Hi Ching', 'Danielle Edmond', 'Tom Woodruff Jr.']"
Aliens,7,1986,false,2024-06-10,USA,SLM Production Group,English,"['Science Fiction', 'Horror', 'Thriller', 'Action']",James Cameron,"['Sigourney Weaver', 'Carrie Henn', 'Michael Biehn', 'Paul Reiser', 'Lance Henriksen', 'Bill Paxton', 'William Hope', 'Jenette Goldstein', 'Al Matthews', 'Mark Rolston', 'Ricco Ross', 'Colette Hiller', 'Daniel Kash', 'Cynthia Dale Scott', 'Tip Tipping', 'Trevor Steedman', 'Paul Maxwell', 'Valerie Colgan', 'Alan Polonsky', 'Alibe Parsons', 'Blain Fairman', 'Barbara Coles', 'Carl Toop', 'John Lees', 'Holly De Jong', 'Christopher Henn', 'Jay Benedict', 'William Armstrong', 'Mac McDonald', 'Eddie Powell', 'Jill Goldston', 'Elizabeth Inglis', 'Stuart Milligan', 'Bob Sherman', 'Chris Webb', 'Tom Woodruff Jr.', 'Alec Gillis']"
Alien,9,1979,true,2024-06-09,USA,20th Century Fox,English,"['Horror', 'Science Fiction']",Ridley Scott,"['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton']"
Dark Phoenix,7,2019,false,2024-06-09,USA,Genre Films,English,"['Action', 'Science Fiction', 'Adventure']",Simon Kinberg,"['Sophie Turner', 'James McAvoy', 'Nicholas Hoult', 'Tye Sheridan', 'Michael Fassbender', 'Alexandra Shipp', 'Evan Peters', 'Jessica Chastain', 'Kodi Smit-McPhee', 'Jennifer Lawrence', 'Scott Shepherd', 'Ato Essandoh', ""Brian d'Arcy James"", 'Halston Sage', 'Lamar Johnson', 'Summer Fontana', 'Hannah Emily Anderson', 'Josh McLaglen', 'Todd Hallowell', 'Julianne Jain', 'Michael Kives', 'Karen Ivany', 'Lynne Adams', 'Alex Gravenstein', 'Daniel Rindress-Kay', 'Raphael Grosz-Harvey', 'Orphée Ladouceur-Nguyen', 'Richard Dagenais', 'Dan Duran', 'Isabel Farias Lehoux', 'Gryffin Hanvelt', 'Emilio La Torre', 'Julian Bailey', 'André Bédard', 'Michael Lipka', 'Robert Montcalm', 'Sebastian MacLean', 'Vanessa Jackson', 'David Patrick Green', 'Sean Dennis', 'Eloi Archambaudoin', 'Yanek Gadzala', 'Aphra Williams', 'Maurizio Terrazzano', 'Simon Alain', 'Sébastien Bolduc', 'Chris Claremont', 'Matt Keyes', 'Suzanna Lenir', 'Amir Sám Nakhjavani', 'Donny Falsetti', 'Brady Allen', 'Dave Campbell', 'Andrew Stehlin', 'Kota Eberhardt', 'Tyler Elliot Burke', 'Danny Blanco Hall', 'Aalia Adam', 'Peter Anthony Holder', 'Christopher B. MacCabe', 'Frank Fontaine', 'Bonkers', 'Sébastien Beaulac', 'Alain Chanoine', 'Doug Chapman', 'Frédéric North', 'Brian A. Reynolds', 'Doug Uttecht', 'Ben Skorstad', 'Warren Harris', 'Melissa Toussaint', 'Craig Snoyer', 'Tony Saquett', 'Stephane Ouellet', 'Xavier Sotelo', 'Olivier Lamarche', 'Christian Labbé', 'Guy Iannacone', 'Eldon Hunter', 'Christopher Hayes', 'Amélie Hadouchi', 'Frédéric Gilles', 'Julien Irwin Dupuy', 'Marine Buton', 'Daniel Cudmore', 'Ilyes Belayel', 'George Chiang', 'Éric Clark', 'Alexandre Bélanger', 'Joey Coleman']"
Barbarian,7,2022,false,2024-06-08,USA,BoulderLight Pictures,English,"['Mystery', 'Thriller', 'Horror']",Zach Cregger,"['Georgina Campbell', 'Bill Skarsgård', 'Justin Long', 'Matthew Patrick Davis', 'Richard Brake', 'Kurt Braunohler', 'Jaymes Butler', 'Sophie Sörensen', 'Rachel Fowler', 'J.R. Esposito', 'Kate Nichols', 'Kate Bosworth', 'Brooke Dillman', 'Sara Paxton', 'Will Greenberg', 'Derek Morse', 'Trevor Van Uden', 'Zach Cregger', 'Devina Vassileva', 'Kalina Stancheva', 'Julian Stanishkov']"
X-Men: Apocalypse,6,2016,false,2024-06-08,USA,The Donners' Company,English,"['Science Fiction', 'Adventure', 'Action', 'Fantasy']",Bryan Singer,"['James McAvoy', 'Michael Fassbender', 'Oscar Isaac', 'Jennifer Lawrence', 'Nicholas Hoult', 'Rose Byrne', 'Tye Sheridan', 'Sophie Turner', 'Evan Peters', 'Kodi Smit-McPhee', 'Olivia Munn', 'Alexandra Shipp', 'Lucas Till', 'Josh Helman', 'Ben Hardy', 'Lana Condor', 'Warren Scherer', 'Rochelle Okoye', 'Monique Ganderton', 'Fraser Aitcheson', 'Abdulla Hamam', 'Hesham Hammoud', 'Antonio Daniel Hidalgo', 'Al Maini', 'Berdj Garabedian', 'Ally Sheedy', 'Anthony Konechny', 'Emma Elle Paterson', 'Manuel Sinor', 'Gustave Ouimet', 'Lukas Penar', 'Ryan Hollyman', 'Joanne Boland', 'Nabeel El Khafif', 'Manuel Tadros', 'Abanoub Andraous', 'Aladeen Tawfeek', 'Carolina Bartczak', 'T. J. McGibbon', 'Davide Chiazzese', 'Sebastian Naskrent', 'Boris Sichon', 'Martin Skorek', 'Kamil Orzechowski', 'Michael Terlecki', 'Ahmed Osman', 'Ziad Ghanem', 'Moataz Fathi', 'Tómas Lemarquis', 'James Loye', 'Zehra Leverman', 'Herb Luft', 'Stan Lee', 'Joan Lee', 'Stephen Bogaert', 'John Bourgeois', 'Conrad Coates', 'Dan Lett', 'Adrian G. Griffiths', 'Shawn Campbell', 'Joe Cobden', 'Henry Hallowell', 'Danielle Dury', 'Naomi Frenette', 'Aj Risi', 'Raphaël Dury', 'Ilan Rosenberg', 'Erika Heather Mergl', 'Tauntaun', 'Mary-Piper Gaudet', 'Josh Madryga', 'Scott Cook', 'Allen Keng', 'Tally Rodin', 'Francis Limoges', 'Tsu-Ching Yu', 'Karl Walcott', 'Desmond Campbell', 'Ian Geldart', 'John Ottman', 'Linda Joyce Nourse', 'Zeljko Ivanek', 'Christopher B. MacCabe', 'Chris Cavener', 'Ronald Tremblay', 'Joseph Bellerose', 'Philippe Hartmann', 'Sebastien R. Teller', 'Alexander Peganov', 'Simon Therrien', 'Patrice Martre', 'James Malloch', 'Vladimir Alexis', 'Jason Deline', 'Hugh Jackman', 'T.J. McGibbon']"
The Watchers,4,2024,false,2024-06-07,USA,Blinding Edge Pictures,English,"['Thriller', 'Fantasy', 'Mystery', 'Horror']",Ishana Night Shyamalan,"['Dakota Fanning', 'Georgina Campbell', 'Olwen Fouéré', 'Oliver Finnegan', 'Alistair Brammer', 'John Lynch', 'Siobhan Hewlett', 'Hannah Dargan', 'Emily Dargan', 'Joel Figueroa', 'Thabile Michelle Hlongwane', 'Anthony Morris', ""Shane O'Regan"", 'Jim Tighe', 'Zarima McDermott', 'Morgan Bailey-Rocks', 'Christian Bailey-Rocks', 'Éabha Connolly', 'Hannah Howland', 'Kya Brame', 'Ffion Haf', 'Shannon Antonia', 'Kofi De Graft Jordan', 'Charles Camrose', 'Charlie Mann', 'Jacob Greenway', 'Andrea Bechis', 'Cara Steele', 'Seán T. Ó Meallaigh', 'Diarmuid de Faoite', 'Ann Marie Horan']"
